City_ID,City,Country,Date,Lat,Lng,Overall Weather,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
234,Olafsvik,IS,2022-02-06 15:05:06,64.8945,-23.7142,Clouds,broken clouds,28.98,69,74,14.61,0.0,0.0
235,Griffith,US,2022-02-06 15:05:06,41.5284,-87.4237,Clear,clear sky,25.09,73,0,3.0,0.0,0.0
236,Aktau,KZ,2022-02-06 15:05:06,43.65,51.2,Clouds,broken clouds,36.18,62,84,14.23,0.0,0.0
237,Madimba,TZ,2022-02-06 15:05:07,-10.4,40.3333,Clouds,broken clouds,82.2,73,81,11.68,0.0,0.0
238,Margate,GB,2022-02-06 15:05:07,51.3813,1.3862,Clouds,broken clouds,53.31,61,80,8.01,0.0,0.0
239,Rundu,NA,2022-02-06 15:05:07,-17.9333,19.7667,Rain,light rain,76.78,66,80,6.17,0.0,0.0
240,Airai,TL,2022-02-06 15:05:08,-8.9266,125.4092,Clouds,broken clouds,62.31,94,83,1.5,0.0,0.0
241,Groa,NO,2022-02-06 15:05:08,62.65,8.7167,Rain,light rain,35.69,95,100,5.26,0.0,0.0
242,Miranda,CO,2022-02-06 15:05:09,3.2499,-76.2281,Clouds,broken clouds,73.42,81,83,3.6,0.0,0.0
243,Morondava,MG,2022-02-06 15:05:09,-20.2833,44.2833,Rain,light rain,80.62,83,100,21.94,0.0,0.0
244,Trairi,BR,2022-02-06 15:05:09,-3.2778,-39.2689,Clouds,broken clouds,86.14,60,64,10.92,0.0,0.0
245,Winston,US,2022-02-06 15:01:08,28.0317,-82.0148,Clouds,overcast clouds,59.97,92,100,8.05,0.0,0.0
246,Zhigansk,RU,2022-02-06 15:05:10,66.7697,123.3711,Clouds,overcast clouds,-29.38,100,99,6.49,0.0,0.0
247,Mwinilunga,ZM,2022-02-06 15:05:10,-11.7358,24.4293,Rain,light rain,73.45,68,95,8.81,0.0,0.0
248,Cabo San Lucas,MX,2022-02-06 15:05:11,22.8909,-109.9124,Clouds,scattered clouds,65.52,76,40,3.44,0.0,0.0
249,Jumla,NP,2022-02-06 15:01:19,29.2747,82.1838,Clear,clear sky,33.94,72,3,5.7,0.0,0.0
250,Belaguntha,IN,2022-02-06 15:05:11,19.8833,84.65,Clouds,scattered clouds,65.12,51,45,1.48,0.0,0.0
251,Syracuse,IT,2022-02-06 15:05:11,37.0881,15.2792,Clouds,overcast clouds,60.89,79,100,9.33,0.0,0.0
252,Itoman,JP,2022-02-06 15:05:12,26.1247,127.6694,Clouds,overcast clouds,59.02,58,100,11.5,0.0,0.0
253,Mulege,MX,2022-02-06 15:05:12,26.8833,-111.9833,Clear,clear sky,56.7,55,0,2.48,0.0,0.0
254,Polovinnoye,RU,2022-02-06 15:05:12,54.7914,65.9864,Clouds,overcast clouds,6.85,85,90,7.94,0.0,0.0
255,Bhandaria,BD,2022-02-06 15:05:13,22.4861,90.0609,Clouds,few clouds,62.51,55,14,5.82,0.0,0.0
256,Seoul,KR,2022-02-06 15:04:18,37.5683,126.9778,Clouds,broken clouds,26.11,48,52,7.09,0.0,0.0
257,Havoysund,NO,2022-02-06 15:05:13,70.9963,24.6622,Clouds,scattered clouds,29.28,72,46,28.25,0.0,0.0
258,Maraa,BR,2022-02-06 15:05:14,-1.8333,-65.3667,Clouds,overcast clouds,75.25,92,100,4.16,0.0,0.0
259,Aswan,EG,2022-02-06 15:05:14,24.0934,32.907,Clear,clear sky,69.48,21,0,12.71,0.0,0.0
260,Carutapera,BR,2022-02-06 15:05:14,-1.195,-46.02,Clouds,overcast clouds,81.14,87,99,7.83,0.0,0.0
261,Kununurra,AU,2022-02-06 15:05:15,-15.7667,128.7333,Clouds,broken clouds,73.38,100,75,2.3,0.0,0.0
262,Cacapava,BR,2022-02-06 15:05:15,-23.1008,-45.7069,Clouds,overcast clouds,83.28,78,100,1.7,0.0,0.0
263,Eltham,NZ,2022-02-06 15:05:16,-39.4292,174.3,Clouds,overcast clouds,61.68,96,100,9.08,0.0,0.0
264,Mar Del Plata,AR,2022-02-06 15:05:16,-38.0023,-57.5575,Clouds,overcast clouds,64.87,92,100,17.0,0.0,0.0
265,Uyuni,BO,2022-02-06 15:05:16,-20.4597,-66.825,Clouds,scattered clouds,57.81,33,28,5.35,0.0,0.0
266,Deputatskiy,RU,2022-02-06 15:05:17,69.3,139.9,Clouds,broken clouds,-32.51,99,83,4.25,0.0,0.0
267,George,ZA,2022-02-06 15:05:17,-33.963,22.4617,Clear,clear sky,89.15,35,0,4.61,0.0,0.0
268,Chuy,UY,2022-02-06 15:05:18,-33.6971,-53.4616,Clouds,broken clouds,67.98,71,82,12.12,0.0,0.0
269,Huilong,CN,2022-02-06 15:05:18,31.8111,121.655,Clouds,overcast clouds,42.93,60,100,7.54,0.0,0.0
270,Marblehead,US,2022-02-06 15:05:18,42.5001,-70.8578,Clear,clear sky,22.35,62,0,3.0,0.0,0.0
271,Fengrun,CN,2022-02-06 15:05:19,39.8333,118.1167,Clouds,overcast clouds,22.75,35,100,3.96,0.0,0.0
272,Hamilton,US,2022-02-06 15:01:48,39.1834,-84.5333,Clear,clear sky,28.08,82,0,1.01,0.0,0.0
273,Tromso,NO,2022-02-06 15:05:08,69.6496,18.957,Clear,clear sky,30.22,55,0,16.11,0.0,0.0
274,Lorengau,PG,2022-02-06 15:01:17,-2.0226,147.2712,Clouds,overcast clouds,81.72,79,100,6.24,0.0,0.0
275,Komsomolskiy,UZ,2022-02-06 15:05:19,40.4272,71.7189,Rain,light intensity shower rain,41.72,81,75,0.0,0.0,0.0
276,Taoudenni,ML,2022-02-06 15:05:20,22.6783,-3.9836,Clouds,overcast clouds,81.97,7,100,7.87,0.0,0.0
277,Pisco,PE,2022-02-06 15:05:20,-13.7,-76.2167,Mist,mist,69.85,83,99,9.22,0.0,0.0
278,Ayios Vasilios,GR,2022-02-06 15:05:20,37.8,22.8,Clouds,overcast clouds,57.31,63,94,3.49,0.0,0.0
279,Champerico,GT,2022-02-06 15:05:21,14.3,-91.9167,Clear,clear sky,89.35,58,6,2.28,0.0,0.0
280,Zyryanskoye,RU,2022-02-06 15:05:21,56.8306,86.6258,Clouds,overcast clouds,13.19,90,100,5.99,0.0,0.0
281,Bartica,GY,2022-02-06 15:05:22,6.4,-58.6167,Clouds,overcast clouds,80.47,85,88,2.77,0.0,0.0
282,Bilma,NE,2022-02-06 15:05:22,18.6853,12.9164,Clear,clear sky,77.83,9,0,11.72,0.0,0.0
283,Chumikan,RU,2022-02-06 15:05:22,54.7183,135.315,Clouds,overcast clouds,-6.61,86,96,9.46,0.0,0.0
284,Kutum,SD,2022-02-06 15:05:23,14.2,24.6667,Clouds,broken clouds,70.38,9,53,15.46,0.0,0.0
285,Batagay-Alyta,RU,2022-02-06 15:05:23,67.8006,130.4114,Clouds,overcast clouds,-25.74,99,100,3.18,0.0,0.0
286,Kampong Chhnang,KH,2022-02-06 15:05:23,12.1667,104.55,Clouds,overcast clouds,81.77,54,87,6.24,0.0,0.0
287,Olinda,BR,2022-02-06 15:05:24,-8.0089,-34.8553,Clouds,scattered clouds,87.53,58,40,9.22,0.0,0.0
288,Chifeng,CN,2022-02-06 15:05:24,42.2683,118.9636,Clear,clear sky,11.14,75,0,5.19,0.0,0.0
289,Ahipara,NZ,2022-02-06 15:05:24,-35.1667,173.1667,Clouds,overcast clouds,72.19,98,100,8.63,0.0,0.0
290,Tiznit,MA,2022-02-06 15:05:25,29.5833,-9.5,Clear,clear sky,75.97,14,7,5.82,0.0,0.0
291,Cordoba,AR,2022-02-06 15:05:25,-31.4135,-64.1811,Clouds,few clouds,76.75,39,20,1.99,0.0,0.0
292,Salzgitter,DE,2022-02-06 15:05:25,52.1526,10.3314,Rain,moderate rain,44.01,80,100,3.0,0.0,0.0
293,Wenling,CN,2022-02-06 15:05:26,28.3669,121.36,Rain,light rain,44.91,80,100,9.22,0.0,0.0
294,Broken Hill,AU,2022-02-06 15:05:26,-31.95,141.4333,Clouds,few clouds,75.22,31,12,15.1,0.0,0.0
295,Boa Vista,BR,2022-02-06 15:00:58,2.8197,-60.6733,Rain,moderate rain,77.47,78,100,4.41,0.0,0.0
296,Beringovskiy,RU,2022-02-06 15:05:26,63.05,179.3167,Clouds,few clouds,-16.17,98,16,9.48,0.0,0.0
297,Yuzawa,JP,2022-02-06 15:05:27,39.1667,140.5,Snow,snow,24.39,96,100,8.28,0.0,0.0
298,Port Macquarie,AU,2022-02-06 15:02:29,-31.4333,152.9167,Clouds,overcast clouds,62.89,76,89,13.22,0.0,0.0
299,Kenai,US,2022-02-06 15:05:27,60.5544,-151.2583,Clear,clear sky,21.15,90,0,0.0,0.0,0.0
300,Atar,MR,2022-02-06 15:05:28,20.5169,-13.0499,Clear,clear sky,91.74,5,0,6.76,0.0,0.0
301,Singaraja,ID,2022-02-06 15:01:04,-8.112,115.0882,Clouds,overcast clouds,79.97,87,100,4.68,0.0,0.0
302,Linkoping,SE,2022-02-06 15:05:28,58.4109,15.6216,Clouds,scattered clouds,37.81,79,40,6.91,0.0,0.0
303,Reo,BF,2022-02-06 15:05:29,12.3167,-2.4667,Clear,clear sky,93.27,7,0,5.97,0.0,0.0
304,Nanortalik,GL,2022-02-06 15:05:29,60.1432,-45.2371,Snow,light snow,13.75,56,100,14.47,0.0,0.0
305,Mkuranga,TZ,2022-02-06 15:05:29,-7.118,39.2078,Clouds,overcast clouds,82.26,76,100,5.75,0.0,0.0
306,Saeby,DK,2022-02-06 15:05:30,57.3319,10.5225,Clouds,broken clouds,35.53,70,84,13.8,0.0,0.0
307,Alice Town,BS,2022-02-06 15:05:30,25.7167,-79.3,Clouds,few clouds,74.12,74,17,9.93,0.0,0.0
308,Salinas,US,2022-02-06 15:03:37,36.6777,-121.6555,Clear,clear sky,52.03,70,0,9.22,0.0,0.0
309,Bodden Town,KY,2022-02-06 15:05:31,19.2833,-81.25,Clear,clear sky,82.99,62,1,10.0,0.0,0.0
310,Qunduz,AF,2022-02-06 15:05:31,36.729,68.857,Clouds,overcast clouds,43.86,84,100,3.62,0.0,0.0
311,Sheffield Lake,US,2022-02-06 15:05:31,41.4875,-82.1015,Clear,clear sky,25.74,74,0,8.01,0.0,0.0
312,West Bay,KY,2022-02-06 15:05:32,19.3667,-81.4167,Clear,clear sky,83.07,69,0,1.99,0.0,0.0
313,Vestmannaeyjar,IS,2022-02-06 15:03:11,63.4427,-20.2734,Clear,clear sky,31.19,74,0,13.8,0.0,0.0
314,Pevek,RU,2022-02-06 15:05:32,69.7008,170.3133,Clouds,scattered clouds,-24.66,99,29,1.61,0.0,0.0
315,Lebu,CL,2022-02-06 15:01:32,-37.6167,-73.65,Clear,clear sky,66.52,60,0,13.94,0.0,0.0
316,Tatarsk,RU,2022-02-06 15:05:33,55.219,75.9828,Clouds,overcast clouds,8.42,80,96,8.28,0.0,0.0
317,Ballina,AU,2022-02-06 15:05:33,-28.8667,153.5667,Clouds,overcast clouds,63.79,94,85,16.62,0.0,0.0
318,Saint-Pierre,RE,2022-02-06 15:05:33,-21.3393,55.4781,Clouds,few clouds,82.08,78,20,2.3,0.0,0.0
319,Folldal,NO,2022-02-06 15:05:34,62.1325,9.9968,Clouds,broken clouds,12.81,90,69,5.88,0.0,0.0
320,Amapa,BR,2022-02-06 15:05:34,1.0,-52.0,Rain,heavy intensity rain,78.13,93,92,3.15,0.0,0.0
321,Santa Cruz,BO,2022-02-06 15:03:12,-17.8,-63.1667,Clouds,overcast clouds,69.82,89,100,10.69,0.0,0.0
322,Port Keats,AU,2022-02-06 15:05:35,-14.25,129.55,Clouds,overcast clouds,78.66,84,87,1.7,0.0,0.0
323,Sioux Lookout,CA,2022-02-06 15:05:35,50.1001,-91.917,Clouds,overcast clouds,-0.02,93,100,6.85,0.0,0.0
324,Lakes Entrance,AU,2022-02-06 15:05:35,-37.8811,147.981,Clear,clear sky,54.57,86,0,8.84,0.0,0.0
325,Kathu,TH,2022-02-06 15:05:36,7.9178,98.3332,Clouds,broken clouds,80.42,76,53,13.27,0.0,0.0
326,Bilibino,RU,2022-02-06 15:05:36,68.0546,166.4372,Clouds,few clouds,-17.95,78,15,4.5,0.0,0.0
327,Muisne,EC,2022-02-06 15:05:36,0.6,-80.0333,Rain,light rain,75.31,81,46,6.15,0.0,0.0
328,Ugoofaaru,MV,2022-02-06 15:05:37,5.6667,73.0,Clouds,overcast clouds,81.64,64,96,11.48,0.0,0.0
329,Omboue,GA,2022-02-06 15:05:37,-1.5746,9.2618,Clouds,scattered clouds,84.4,68,50,9.86,0.0,0.0
330,Arlit,NE,2022-02-06 15:05:37,18.7369,7.3853,Clear,clear sky,83.59,5,0,5.17,0.0,0.0
331,Galapa,CO,2022-02-06 15:05:38,10.8969,-74.886,Clear,clear sky,85.26,54,0,4.61,0.0,0.0
332,Konya,TR,2022-02-06 15:05:38,38.1667,32.5,Clear,clear sky,29.68,83,6,2.13,0.0,0.0
333,Vetapalem,IN,2022-02-06 15:05:39,15.7833,80.3167,Clear,clear sky,75.9,68,9,11.52,0.0,0.0
334,Kavieng,PG,2022-02-06 15:05:39,-2.5744,150.7967,Clouds,overcast clouds,81.79,78,100,4.05,0.0,0.0
335,Tanout,NE,2022-02-06 15:05:39,14.9709,8.8879,Clear,clear sky,80.49,7,0,17.02,0.0,0.0
336,Mazagao,BR,2022-02-06 15:05:40,-0.115,-51.2894,Clouds,overcast clouds,80.65,92,100,2.89,0.0,0.0
337,Urumqi,CN,2022-02-06 15:05:40,43.801,87.6005,Mist,mist,-1.25,85,5,2.24,0.0,0.0
338,Kurumoch,RU,2022-02-06 15:05:40,53.4896,50.0375,Snow,light snow,27.37,86,40,4.47,0.0,0.0
339,Bhuban,IN,2022-02-06 15:05:41,20.8833,85.8333,Clouds,scattered clouds,65.68,46,32,5.08,0.0,0.0
340,Hasaki,JP,2022-02-06 15:05:41,35.7333,140.8333,Clear,clear sky,23.4,39,0,20.36,0.0,0.0
341,Paciran,ID,2022-02-06 15:05:41,-6.8767,112.3761,Clouds,overcast clouds,78.87,89,100,11.43,0.0,0.0
342,Arraial Do Cabo,BR,2022-02-06 15:05:42,-22.9661,-42.0278,Clear,clear sky,91.26,52,0,17.27,0.0,0.0
343,Nizhniy Tsasuchey,RU,2022-02-06 15:05:42,50.5167,115.1333,Clouds,overcast clouds,-1.32,98,92,3.51,0.0,0.0
344,Pryazha,RU,2022-02-06 15:05:43,61.6926,33.6216,Clouds,broken clouds,20.43,94,84,7.56,0.0,0.0
345,Alice Springs,AU,2022-02-06 15:05:43,-23.7,133.8833,Clear,clear sky,63.95,82,0,0.0,0.0,0.0
346,Arman,RU,2022-02-06 15:05:43,59.7,150.1667,Clouds,scattered clouds,-1.17,73,36,10.67,0.0,0.0
347,Avera,US,2022-02-06 15:05:44,33.194,-82.5271,Clouds,scattered clouds,41.68,46,36,12.75,0.0,0.0
348,Glendive,US,2022-02-06 15:05:44,47.1053,-104.7125,Clouds,overcast clouds,33.49,83,100,8.05,0.0,0.0
349,Okhotsk,RU,2022-02-06 15:05:45,59.3833,143.3,Clouds,few clouds,-2.47,68,18,14.45,0.0,0.0
350,Jaque,PA,2022-02-06 15:05:45,7.5175,-78.1703,Clear,clear sky,81.3,64,10,1.68,0.0,0.0
351,Roma,US,2022-02-06 15:01:05,43.2128,-75.4557,Clear,clear sky,19.44,66,0,10.36,0.0,0.0
352,Savelugu,GH,2022-02-06 15:05:46,9.6244,-0.8253,Clear,clear sky,98.87,9,1,5.12,0.0,0.0
353,Ketchikan,US,2022-02-06 15:05:46,55.3422,-131.6461,Rain,moderate rain,45.07,93,100,17.27,3.05,0.0
354,Dhidhdhoo,MV,2022-02-06 15:05:46,6.8833,73.1,Clouds,overcast clouds,80.91,67,95,10.78,0.0,0.0
355,Ushtobe,KZ,2022-02-06 15:05:47,45.2514,77.9838,Clear,clear sky,19.0,87,9,2.93,0.0,0.0
356,Saint-Augustin,CA,2022-02-06 15:05:47,51.226,-58.6502,Clouds,scattered clouds,-4.09,72,25,17.52,0.0,0.0
357,Mogadishu,SO,2022-02-06 15:05:47,2.0371,45.3438,Clouds,scattered clouds,78.84,77,28,19.55,0.0,0.0
358,Lagoa,PT,2022-02-06 15:03:07,39.05,-27.9833,Clear,clear sky,59.95,81,0,8.97,0.0,0.0
359,Cedar City,US,2022-02-06 15:05:48,37.6775,-113.0619,Clear,clear sky,29.39,61,0,11.5,0.0,0.0
360,Vilyuysk,RU,2022-02-06 15:05:48,63.7553,121.6247,Clouds,overcast clouds,-16.82,99,88,6.11,0.0,0.0
361,Ayan,RU,2022-02-06 15:05:48,56.45,138.1667,Clouds,broken clouds,-7.01,78,56,11.54,0.0,0.0
362,Hurghada,EG,2022-02-06 15:03:11,27.2574,33.8129,Clear,clear sky,64.04,45,0,15.03,0.0,0.0
363,Bandarbeyla,SO,2022-02-06 15:05:49,9.4942,50.8122,Clouds,broken clouds,76.35,68,70,12.35,0.0,0.0
364,Isangel,VU,2022-02-06 15:05:49,-19.55,169.2667,Rain,light rain,79.2,90,100,14.09,0.0,0.0
365,Sao Joao Dos Patos,BR,2022-02-06 15:05:50,-6.495,-43.7022,Clouds,overcast clouds,83.05,67,92,3.94,0.0,0.0
